_index_reports,_index_players,Assists,Blocks,Minutes played,Points,Total rebounds,Steals
629,168,,1.0,,12.0,3.0,
629,62,3.0,1.0,,33.0,12.0,1.0
629,499,,,,16.0,2.0,1.0
629,335,14.0,1.0,,26.0,10.0,1.0
629,504,,1.0,,22.0,10.0,2.0
630,534,,,31.0,23.0,7.0,
630,418,2.0,,,30.0,13.0,2.0
630,459,,,,29.0,16.0,
631,462,3.0,2.0,,16.0,12.0,
631,523,3.0,,,16.0,9.0,2.0
631,444,2.0,,,12.0,,3.0
631,494,,,,10.0,,3.0
631,553,,,28.0,25.0,4.0,
631,406,,,,18.0,7.0,
631,146,12.0,,30.0,16.0,,
631,245,6.0,,,21.0,,3.0
632,213,1.0,,,28.0,4.0,1.0
632,124,,,22.0,5.0,5.0,
632,457,3.0,,,15.0,5.0,2.0
632,510,,2.0,16.0,8.0,2.0,
632,299,,2.0,,23.0,15.0,1.0
632,244,2.0,,,10.0,4.0,1.0
632,310,9.0,,,18.0,7.0,1.0
632,438,1.0,1.0,,14.0,6.0,1.0
632,161,3.0,,,16.0,1.0,1.0
633,135,8.0,,,22.0,13.0,
633,42,4.0,,,28.0,,3.0
633,119,8.0,,,24.0,7.0,
633,317,3.0,,,14.0,,2.0
633,160,3.0,,,14.0,,
633,153,11.0,,,39.0,7.0,4.0
633,170,,,,18.0,,
634,130,2.0,,35.0,26.0,,
634,226,,,4.0,,,
634,169,,,4.0,,,
635,11,4.0,3.0,,16.0,10.0,4.0
635,459,2.0,2.0,,39.0,9.0,1.0
635,53,12.0,,,,,
635,241,1.0,2.0,,10.0,5.0,1.0
635,200,5.0,,,9.0,4.0,1.0
635,541,2.0,,,14.0,9.0,1.0
635,292,,,,9.0,,
635,246,1.0,,,17.0,1.0,1.0
635,156,1.0,1.0,,13.0,7.0,1.0
635,135,6.0,,,13.0,13.0,2.0
635,14,4.0,1.0,,11.0,,1.0
635,487,,,,10.0,6.0,
635,355,4.0,,,14.0,5.0,2.0
635,119,4.0,,,18.0,6.0,
635,142,4.0,,,10.0,3.0,1.0
636,358,3.0,2.0,,24.0,8.0,2.0
636,110,,,,12.0,7.0,3.0
636,259,10.0,,,15.0,6.0,
636,532,,,,15.0,6.0,
636,413,,,,18.0,12.0,
636,501,4.0,,,15.0,11.0,
636,391,9.0,,,27.0,6.0,
637,264,,,,20.0,,
637,244,4.0,,40.0,30.0,4.0,2.0
637,310,4.0,,,21.0,3.0,4.0
637,275,,,,17.0,,
637,81,,,31.0,21.0,,
637,452,5.0,,33.0,18.0,2.0,
637,328,,,,20.0,,
638,61,,,31.0,,,
638,437,,,31.0,16.0,15.0,
638,335,11.0,,35.0,34.0,,
638,202,13.0,,25.0,11.0,7.0,
638,218,,,,17.0,,
639,62,6.0,2.0,,15.0,10.0,3.0
639,406,,,,6.0,10.0,1.0
639,185,1.0,,,14.0,5.0,2.0
639,266,1.0,,,21.0,5.0,
639,146,6.0,,,27.0,4.0,
639,384,1.0,,,13.0,4.0,
639,91,1.0,,,10.0,1.0,
639,542,4.0,,,12.0,2.0,2.0
639,88,10.0,,,23.0,4.0,1.0
639,227,,,,12.0,,
639,442,,,,12.0,,
640,406,3.0,,,,4.0,1.0
640,146,3.0,,,24.0,,
640,62,,,,,,
640,437,1.0,1.0,,,,
640,335,12.0,,,30.0,8.0,
641,514,,,,30.0,,3.0
641,128,,,,37.0,22.0,
641,393,,,,18.0,,
641,153,10.0,,,,5.0,
642,89,,,,23.0,,
642,180,,,33.0,22.0,10.0,
643,281,9.0,,,21.0,,
643,73,,,,10.0,9.0,
643,100,,,,13.0,,
643,53,,,28.0,8.0,,
643,51,,,,11.0,,
643,275,,,,14.0,,
643,293,,,,13.0,,
643,154,,,,20.0,9.0,
643,88,14.0,,,22.0,14.0,
643,227,2.0,,,9.0,5.0,1.0
644,24,3.0,,,16.0,9.0,4.0
644,137,4.0,,,26.0,4.0,
644,381,4.0,,,36.0,3.0,
644,35,6.0,2.0,,34.0,9.0,3.0
644,89,4.0,,,19.0,7.0,
644,54,,,,12.0,5.0,
644,232,,,,12.0,5.0,
645,24,,3.0,,21.0,,
645,137,5.0,,,18.0,,
645,381,,,,49.0,,
645,174,,3.0,,17.0,10.0,
645,500,5.0,,,24.0,7.0,
646,447,,,,14.0,,
646,443,2.0,7.0,,24.0,14.0,
646,166,3.0,,,,,
646,153,10.0,,,24.0,7.0,
647,452,9.0,,35.0,33.0,,
648,307,1.0,,,12.0,3.0,1.0
648,58,7.0,,,16.0,6.0,
648,125,3.0,,,6.0,14.0,
648,282,,,,13.0,1.0,
648,240,4.0,1.0,,17.0,2.0,2.0
648,547,2.0,,,25.0,2.0,2.0
648,281,6.0,,,16.0,4.0,3.0
648,332,,,,11.0,7.0,
648,73,2.0,,,12.0,6.0,
648,81,3.0,,,10.0,6.0,1.0
648,262,,,,10.0,2.0,
649,442,,,,12.0,13.0,
649,310,11.0,,28.0,25.0,4.0,
649,175,9.0,,,18.0,12.0,
649,212,,,,18.0,,
650,368,,,36.0,20.0,8.0,
650,59,10.0,,32.0,11.0,11.0,
650,530,,3.0,22.0,11.0,4.0,
650,134,,,25.0,,5.0,
650,476,8.0,,26.0,15.0,,3.0
650,423,,,22.0,3.0,,
650,20,4.0,,22.0,9.0,,
650,201,,,,10.0,,
650,552,,,,12.0,,
651,35,,,27.0,23.0,,
651,434,,,,13.0,,
651,323,,,,13.0,,
652,448,4.0,,,26.0,9.0,3.0
652,49,3.0,,,18.0,7.0,
652,273,5.0,,,6.0,,3.0
652,336,5.0,,,16.0,6.0,1.0
652,421,,2.0,,8.0,6.0,2.0
652,58,,,,24.0,12.0,
652,125,,4.0,,13.0,12.0,
652,282,,,,16.0,,
652,240,,,,14.0,,
653,362,4.0,,,9.0,6.0,
653,517,,,36.0,6.0,1.0,
653,390,,,,15.0,,
653,199,,,,13.0,,
653,534,,,,13.0,,
653,315,3.0,,,14.0,2.0,
653,7,8.0,,26.0,13.0,5.0,
653,323,2.0,,,19.0,5.0,
654,448,,,,7.0,,
654,10,,,,,,
655,480,1.0,4.0,,17.0,6.0,2.0
655,418,2.0,1.0,,25.0,13.0,1.0
655,528,6.0,,,12.0,7.0,2.0
655,382,10.0,,,34.0,5.0,
655,393,3.0,,,24.0,,
655,421,10.0,,,26.0,11.0,2.0
655,491,1.0,1.0,,21.0,10.0,1.0
655,78,7.0,1.0,,10.0,5.0,1.0
655,303,4.0,1.0,38.0,33.0,7.0,2.0
656,360,3.0,,,21.0,4.0,
656,517,5.0,,,14.0,5.0,
656,125,,,,24.0,,
656,240,13.0,,,20.0,5.0,
656,555,4.0,,,15.0,,
657,299,,,16.0,14.0,7.0,
657,244,,,,24.0,,4.0
657,310,,,,36.0,,
657,250,5.0,,,23.0,,
657,430,,,,13.0,14.0,
657,298,,,,19.0,,
658,514,,,,30.0,,
658,485,15.0,,,10.0,,
658,271,5.0,,,38.0,5.0,
658,362,,,,15.0,12.0,
659,213,,,,26.0,,
659,444,,,,,,
659,457,,,36.0,19.0,,
659,423,,,,10.0,,
659,403,2.0,2.0,,25.0,7.0,
659,318,,,,12.0,,
659,413,,,,14.0,,
660,62,6.0,4.0,40.0,25.0,6.0,
660,272,,4.0,35.0,17.0,5.0,
660,335,7.0,,36.0,34.0,11.0,
660,523,5.0,4.0,35.0,26.0,11.0,
660,458,,,35.0,21.0,,
660,369,,,,11.0,,
660,444,5.0,,,25.0,,
661,545,,,,22.0,3.0,
661,527,,,,,3.0,
661,138,,,,30.0,3.0,
662,479,,,,14.0,8.0,
662,279,,,,17.0,,
662,396,,,,11.0,6.0,
662,322,,1.0,,,,
662,156,,,,11.0,14.0,
662,166,,,,20.0,,
662,549,7.0,,,23.0,,
662,289,,,29.0,15.0,14.0,
663,414,,,,21.0,,
663,359,,,,12.0,,
663,527,,,,19.0,,
663,138,12.0,,,20.0,,
663,213,,,,17.0,,
663,348,1.0,,,9.0,5.0,
663,510,,,,17.0,,
663,365,1.0,,,10.0,,
663,85,,,,12.0,,
663,295,,,,12.0,,
664,317,3.0,,,18.0,8.0,3.0
664,520,,,,10.0,,
664,501,,,18.0,7.0,6.0,
664,153,6.0,,32.0,21.0,8.0,
664,90,,,27.0,16.0,,
664,409,,,,10.0,,
664,58,,,33.0,21.0,8.0,
664,125,,,,26.0,17.0,
664,282,,,,18.0,,
664,240,12.0,,,15.0,,
664,547,,,27.0,13.0,,
664,207,,,24.0,12.0,,
665,448,,,35.0,21.0,,
665,49,,,,19.0,12.0,
665,336,,,,11.0,,
665,273,,,,14.0,,
665,421,3.0,,,,,
665,108,,,,16.0,2.0,
665,404,,,37.0,18.0,19.0,
665,59,7.0,,,18.0,,
665,354,,,16.0,11.0,,
666,404,3.0,,,17.0,17.0,
666,368,,,,10.0,,
666,59,3.0,,,9.0,4.0,
666,397,4.0,,,17.0,2.0,
666,271,9.0,,,17.0,8.0,
666,495,,2.0,,12.0,7.0,
666,360,3.0,,,17.0,6.0,
666,242,2.0,,,9.0,5.0,
666,372,,,,13.0,2.0,1.0
667,108,,,,13.0,7.0,
667,189,2.0,,,17.0,2.0,1.0
667,404,1.0,,27.0,8.0,14.0,
667,368,3.0,,,11.0,2.0,1.0
667,59,,,20.0,6.0,1.0,1.0
667,476,3.0,,21.0,12.0,1.0,1.0
667,316,12.0,,28.0,16.0,11.0,
667,380,1.0,,,,2.0,2.0
667,375,,,,18.0,5.0,
667,145,6.0,,,26.0,1.0,
667,472,1.0,,,13.0,,
667,7,3.0,,,13.0,2.0,
668,514,,,,36.0,,
668,128,,,,25.0,13.0,
668,485,15.0,,,19.0,,
668,362,,,,23.0,12.0,
668,360,,,,35.0,,
669,180,,,,15.0,8.0,
669,404,,,32.0,23.0,10.0,
669,142,7.0,,,11.0,,
669,212,,,,14.0,9.0,
669,113,,,,12.0,9.0,
669,163,,,,17.0,,
669,446,8.0,,,20.0,,2.0
670,501,1.0,1.0,,12.0,14.0,
670,153,,2.0,38.0,20.0,2.0,1.0
670,160,6.0,2.0,,14.0,6.0,1.0
670,436,,,,21.0,,
670,281,,,,,,
670,54,,,,27.0,14.0,
670,136,9.0,,34.0,19.0,,
670,238,,,,17.0,,
671,317,3.0,,,18.0,10.0,2.0
671,168,,,,17.0,10.0,
671,153,10.0,,40.0,23.0,9.0,
671,11,,,,10.0,,
671,459,1.0,,,32.0,,
672,410,7.0,,,,,
672,500,2.0,2.0,,15.0,4.0,2.0
672,189,3.0,,,17.0,6.0,
672,404,,4.0,,18.0,15.0,4.0
672,368,,,,22.0,5.0,
673,151,,,,17.0,,
673,306,,,,12.0,,
673,479,,,25.0,13.0,11.0,
673,238,,,,,8.0,
673,54,,,,17.0,18.0,
673,281,10.0,,,19.0,,
673,136,,,,18.0,,
674,89,,,,15.0,10.0,
674,35,4.0,,,36.0,9.0,4.0
674,447,2.0,,,25.0,7.0,
674,443,,4.0,,16.0,7.0,
674,353,,,,12.0,9.0,3.0
674,136,2.0,,,18.0,4.0,
675,54,,,,21.0,12.0,
675,16,,,,20.0,,
675,136,,,,21.0,,
675,35,,,,29.0,,
675,89,,,,26.0,10.0,
675,147,12.0,,,20.0,,
676,406,4.0,1.0,,13.0,7.0,2.0
676,185,2.0,1.0,,10.0,1.0,1.0
676,146,6.0,,,31.0,8.0,2.0
676,266,1.0,,,29.0,4.0,1.0
676,447,2.0,2.0,,15.0,6.0,
676,285,2.0,,27.0,,7.0,
676,443,2.0,2.0,,24.0,15.0,
676,136,4.0,,,28.0,1.0,1.0
676,392,1.0,,,10.0,3.0,
677,317,,,,13.0,,
677,501,,,,12.0,10.0,
677,153,5.0,,,28.0,,
677,331,,,34.0,,,
677,520,,4.0,21.0,23.0,7.0,
677,246,,,,27.0,,
677,156,,,,14.0,11.0,
677,119,,,31.0,26.0,,
678,175,4.0,,36.0,13.0,8.0,
678,413,,,,17.0,12.0,
678,265,4.0,,,8.0,,
678,503,,,32.0,12.0,,
678,263,5.0,,,14.0,6.0,
678,360,5.0,,,16.0,,
678,197,6.0,,,14.0,,
678,258,,,,14.0,7.0,
679,11,,,,12.0,5.0,
679,459,,1.0,,18.0,15.0,
679,294,,,,11.0,,
679,200,,,,17.0,6.0,3.0
679,23,,,,10.0,,
679,472,,,,12.0,,
679,180,,,,14.0,11.0,
679,404,,2.0,,15.0,14.0,
679,56,,,,35.0,2.0,2.0
679,98,,,,13.0,,
680,281,3.0,,,5.0,7.0,2.0
680,332,,,,12.0,8.0,
680,73,3.0,2.0,,13.0,3.0,1.0
680,81,,,,8.0,3.0,2.0
680,36,,,,,3.0,
680,51,,,,10.0,4.0,1.0
680,151,,,,5.0,10.0,
680,458,6.0,2.0,,12.0,7.0,1.0
680,449,1.0,1.0,,17.0,6.0,3.0
680,340,2.0,,,22.0,1.0,3.0
680,177,3.0,,,11.0,,1.0
680,77,3.0,,,12.0,6.0,2.0
680,401,1.0,,,11.0,3.0,1.0
681,246,,,,19.0,,
681,156,,,,18.0,14.0,
681,14,,,,,,
681,225,,,,,,
681,370,,,,17.0,,
681,137,,,,21.0,,
681,381,6.0,,,32.0,8.0,
682,466,4.0,,,,,
682,236,,,34.0,12.0,19.0,4.0
682,221,,,25.0,10.0,10.0,
682,199,,,,28.0,,
682,381,6.0,,,11.0,,
682,506,,,20.0,13.0,9.0,
683,287,,,,12.0,9.0,2.0
683,489,3.0,,,13.0,8.0,
683,398,3.0,,,18.0,2.0,
683,35,3.0,,,19.0,2.0,
683,89,3.0,,,15.0,11.0,
683,231,,,,15.0,10.0,
683,4,,,,21.0,,
684,418,,4.0,,37.0,15.0,2.0
684,335,12.0,,,28.0,17.0,
684,504,,,,17.0,10.0,
685,415,5.0,,,18.0,7.0,2.0
685,404,,,,17.0,,
685,56,,,18.0,17.0,,
686,11,2.0,,,16.0,2.0,1.0
686,459,4.0,1.0,,33.0,7.0,2.0
686,267,1.0,,,2.0,7.0,1.0
686,166,1.0,,,3.0,,
686,331,5.0,,,11.0,7.0,
686,541,,,,12.0,,
686,294,1.0,,,11.0,,
686,293,3.0,1.0,,13.0,10.0,1.0
686,272,,1.0,,17.0,3.0,
686,469,3.0,,,10.0,9.0,2.0
686,154,1.0,,,29.0,1.0,
686,88,11.0,,,6.0,3.0,
686,227,,,,15.0,3.0,
687,189,2.0,2.0,,18.0,7.0,
687,108,2.0,,,12.0,4.0,
687,404,2.0,1.0,,14.0,14.0,1.0
687,476,13.0,,,11.0,5.0,1.0
687,96,2.0,,,16.0,9.0,1.0
687,186,,,,11.0,,
687,167,,,,11.0,,
687,187,,,,,2.0,1.0
687,361,,,,5.0,2.0,1.0
687,501,,2.0,25.0,2.0,6.0,
687,369,,,,,2.0,1.0
687,391,11.0,,,17.0,2.0,
687,269,,,,11.0,,
687,301,,,,11.0,,
687,324,,,,10.0,,
688,447,1.0,,12.0,12.0,,
688,443,,2.0,23.0,14.0,6.0,
688,136,6.0,,,11.0,4.0,
688,392,,,,10.0,,
688,77,10.0,,,12.0,6.0,3.0
688,177,3.0,,30.0,19.0,7.0,
688,449,2.0,,,15.0,10.0,3.0
688,340,,,28.0,29.0,,
689,48,4.0,,,31.0,8.0,
689,398,2.0,,,34.0,2.0,
689,58,5.0,,42.0,43.0,10.0,2.0
689,125,,2.0,,20.0,19.0,
689,240,17.0,,,15.0,9.0,
690,82,,,,8.0,,
690,370,,2.0,,18.0,7.0,1.0
690,333,,,,7.0,,
690,137,,,,37.0,,
690,381,7.0,,,19.0,,1.0
690,49,2.0,,,21.0,3.0,1.0
690,196,,,,11.0,7.0,4.0
690,336,7.0,2.0,,16.0,4.0,2.0
690,211,1.0,,,11.0,5.0,1.0
690,448,2.0,,,15.0,7.0,
691,281,,,,26.0,,
691,81,,,,26.0,,
691,53,10.0,,,6.0,8.0,
691,413,,,,14.0,7.0,
691,503,2.0,,,11.0,4.0,
691,363,3.0,3.0,,13.0,5.0,
691,465,,3.0,,,5.0,
692,317,,,44.0,17.0,9.0,
692,153,6.0,,,38.0,,
692,90,,,,19.0,,
692,409,,,,6.0,2.0,
692,514,,,,,,
692,345,,,,19.0,5.0,2.0
692,118,,,31.0,15.0,6.0,
692,130,,,,,,2.0
692,468,,,,17.0,,
692,402,,,,20.0,4.0,
693,418,,,,14.0,12.0,1.0
693,382,3.0,,,23.0,3.0,
693,291,11.0,1.0,,14.0,11.0,5.0
693,72,,,,17.0,,
693,321,,,,14.0,21.0,
693,364,5.0,,,16.0,5.0,
693,132,8.0,,,32.0,3.0,
693,453,,,,18.0,,
694,437,,,36.0,16.0,5.0,
694,335,9.0,,36.0,32.0,12.0,
694,504,,,,17.0,12.0,
694,403,,,22.0,20.0,7.0,
694,363,,,23.0,13.0,,
695,246,,,29.0,16.0,,
695,225,,,27.0,9.0,,
695,322,,,31.0,21.0,9.0,
695,156,,,16.0,4.0,,
695,404,,3.0,34.0,19.0,,
695,96,,,28.0,15.0,,
695,309,,,19.0,12.0,,
696,246,,,,15.0,,
696,156,,,,,10.0,
696,487,,,,11.0,7.0,
696,549,4.0,,,10.0,3.0,2.0
696,277,,,25.0,19.0,,
696,119,,,,14.0,,
696,514,,,,23.0,,
696,128,1.0,,,18.0,6.0,
696,10,3.0,,22.0,2.0,,
696,485,9.0,,,13.0,4.0,
696,468,5.0,1.0,25.0,20.0,4.0,1.0
697,553,,,36.0,13.0,,
697,406,,,,16.0,12.0,
697,266,3.0,,37.0,20.0,8.0,
697,146,10.0,,39.0,32.0,6.0,
697,511,,,20.0,10.0,,
697,196,,,5.0,,,
697,448,,,33.0,15.0,6.0,
697,49,,,44.0,21.0,15.0,
697,273,3.0,,,12.0,,
697,336,,,,11.0,,
697,211,,,26.0,16.0,3.0,
698,406,,,,,17.0,
698,146,,,,40.0,,
698,418,,,46.0,29.0,15.0,
698,393,,,,26.0,,
698,193,,,,16.0,,
698,382,,1.0,17.0,10.0,1.0,
699,135,,,,18.0,13.0,
699,14,6.0,,,25.0,4.0,
699,156,,2.0,,12.0,8.0,
699,137,5.0,,,17.0,3.0,
699,381,5.0,,,,,
700,281,,,37.0,23.0,8.0,
700,11,,,35.0,20.0,7.0,
700,459,,,34.0,22.0,14.0,
701,287,,,32.0,12.0,11.0,
701,338,,,,31.0,,
701,340,7.0,,31.0,28.0,,
701,43,,,24.0,16.0,10.0,
702,174,,2.0,,,,
702,410,,,,22.0,,2.0
702,49,,,,9.0,1.0,
703,316,8.0,,,21.0,9.0,
703,419,,,,16.0,11.0,
703,145,9.0,,,27.0,,3.0
703,102,1.0,,,11.0,10.0,
703,185,,,,19.0,10.0,5.0
703,215,,,,16.0,,
703,265,8.0,,36.0,30.0,2.0,1.0
703,163,,,,11.0,,
704,500,,,,14.0,11.0,
704,299,,,,14.0,,
704,275,,,,12.0,,
704,310,5.0,,,25.0,7.0,3.0
704,488,,,,13.0,3.0,
704,48,,,,13.0,,
704,89,,,,23.0,13.0,
704,199,,,,19.0,6.0,
704,381,9.0,,,26.0,,
704,506,,,,10.0,,
705,89,,,,30.0,12.0,
706,447,,,,29.0,,
706,443,0.0,,,,,0.0
706,48,,,36.0,24.0,5.0,
706,398,,,,9.0,,1.0
706,308,,,,,,
706,489,,,,,,2.0
706,197,,,,17.0,2.0,
707,462,,,,,,6.0
707,266,,,,19.0,,
707,146,9.0,,,37.0,,
708,281,6.0,,,21.0,8.0,
708,238,,,,28.0,,
708,153,,,,,,
708,160,7.0,,,,,
709,429,1.0,,,18.0,5.0,
709,359,,1.0,40.0,18.0,7.0,
709,138,11.0,,,16.0,,
709,377,,,,13.0,4.0,1.0
709,445,,,,12.0,,
709,526,4.0,1.0,,26.0,15.0,1.0
709,81,3.0,,,21.0,1.0,
709,193,2.0,,,23.0,3.0,
710,452,8.0,,37.0,20.0,3.0,1.0
710,132,,,39.0,15.0,,
710,340,3.0,,,23.0,3.0,
710,328,,,,16.0,,
710,308,,,24.0,7.0,9.0,
710,85,,,,28.0,10.0,
710,303,2.0,,25.0,7.0,4.0,
710,398,7.0,,,27.0,,
711,272,2.0,,,20.0,9.0,
711,154,4.0,,,26.0,5.0,
711,469,,,,26.0,12.0,
711,88,6.0,,,22.0,2.0,
711,174,,5.0,,32.0,15.0,
711,452,5.0,,,19.0,4.0,
711,410,3.0,,,32.0,5.0,3.0
711,500,6.0,,,12.0,8.0,
712,404,,,,16.0,6.0,
712,455,,,,,9.0,
712,310,,,,10.0,,
713,250,,,,13.0,,
713,2,,,,12.0,,
713,430,,,,20.0,19.0,
713,63,,,,12.0,,
713,460,,,,9.0,,
713,316,,,,33.0,10.0,
713,419,,,20.0,10.0,9.0,
713,375,,,22.0,9.0,3.0,
713,145,,,30.0,21.0,,
713,481,,,,12.0,,
714,514,,,,26.0,8.0,
714,10,8.0,,,37.0,,
714,468,11.0,,,21.0,,
714,541,,,,31.0,5.0,
714,11,5.0,2.0,,33.0,7.0,
714,472,1.0,1.0,31.0,18.0,8.0,
715,2,6.0,,,17.0,6.0,2.0
715,345,3.0,,,15.0,10.0,
715,3,,,,17.0,14.0,2.0
715,7,2.0,,,13.0,4.0,
715,412,2.0,,,13.0,,
715,462,3.0,,,17.0,8.0,
715,369,3.0,,,21.0,7.0,
715,444,3.0,,,17.0,,1.0
715,391,2.0,,24.0,13.0,,
716,65,,,,,2.0,
716,295,,,,20.0,,
716,460,5.0,,23.0,12.0,6.0,
716,333,,,,,,
716,412,,,,,,
716,3,,,,,5.0,
717,125,,,,20.0,13.0,
717,555,8.0,,,26.0,5.0,
717,317,7.0,,,18.0,4.0,
717,153,10.0,,,30.0,13.0,
717,543,,,,29.0,,
718,413,2.0,,,21.0,5.0,
718,318,2.0,,,12.0,,2.0
718,208,4.0,,,11.0,2.0,
718,465,2.0,,,12.0,9.0,1.0
718,123,1.0,,,10.0,1.0,
718,174,,,,30.0,20.0,
718,499,7.0,1.0,,21.0,1.0,2.0
718,452,8.0,,,16.0,4.0,
718,410,6.0,1.0,,16.0,6.0,1.0
718,500,3.0,,,10.0,6.0,2.0
718,263,,,,11.0,2.0,1.0
719,293,3.0,,,16.0,3.0,2.0
719,469,2.0,,,8.0,7.0,2.0
719,154,3.0,,,9.0,4.0,1.0
719,88,,,,12.0,3.0,
719,142,,,,8.0,,
719,227,,,,12.0,5.0,1.0
719,301,2.0,,,21.0,5.0,2.0
719,523,4.0,,,21.0,5.0,
719,501,3.0,,,11.0,13.0,1.0
719,391,10.0,,,17.0,4.0,2.0
719,400,1.0,,,12.0,1.0,
720,299,,,,14.0,11.0,
720,244,4.0,,,29.0,5.0,
720,310,8.0,2.0,,30.0,6.0,2.0
720,137,,,,,6.0,
720,381,11.0,,,27.0,,
720,114,,,,17.0,,
721,423,,,,16.0,,
721,413,,,,15.0,,
721,208,9.0,,,,10.0,
721,363,,,,10.0,,
721,530,,,10.0,,,
721,108,,,,28.0,,
721,404,,,,14.0,14.0,
722,410,,,,23.0,,
722,523,,,,21.0,4.0,
723,517,2.0,,,14.0,1.0,
723,162,1.0,,30.0,25.0,11.0,
723,360,,,,19.0,,
723,246,,,,18.0,,
723,333,,,36.0,15.0,10.0,
723,135,,,,18.0,,
723,225,,,30.0,22.0,,
723,119,,,30.0,22.0,,
724,110,,,,14.0,13.0,3.0
724,364,,,,30.0,,
724,446,,,,30.0,,
724,522,,,,19.0,,
724,514,,,,32.0,,
724,128,5.0,,,27.0,10.0,
724,485,11.0,,,17.0,7.0,
725,418,,2.0,,25.0,10.0,
725,137,,,,37.0,,
725,381,11.0,,,21.0,,
726,430,,,,11.0,,
726,62,,,,22.0,,
726,406,,,,15.0,11.0,5.0
726,266,,,,17.0,,
726,146,,,,25.0,,
727,49,3.0,,,23.0,,
727,196,3.0,,,11.0,12.0,6.0
727,336,12.0,,,27.0,4.0,1.0
727,448,6.0,,35.0,27.0,11.0,
727,62,4.0,3.0,,27.0,13.0,
727,266,2.0,,,17.0,6.0,
727,146,,,,40.0,,
